FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.1659,1659,"LINESTRING (16.441391111129093 48.245132136578704, 16.44135887232362 48.245142402078514)",Jakob-Rosenf*,2.65260537,
OEFFGRUENLINGOGD.1660,1660,"LINESTRING (16.309231426135 48.20355765197007, 16.309111977305953 48.20357229822134)",Park Kendler*,9.02699594,
OEFFGRUENLINGOGD.1661,1661,"LINESTRING (16.30915401673936 48.2033853757279, 16.309063727100984 48.20339644676238)",Park Kendler*,6.82340066,
OEFFGRUENLINGOGD.1662,1662,"LINESTRING (16.440456815644673 48.26777451844811, 16.440462812596692 48.26775208784679)",Park Großfel*,2.53363039,
OEFFGRUENLINGOGD.1663,1663,"LINESTRING (16.439379265786247 48.2676444714765, 16.439223483323076 48.267626608992025)",Park Großfel*,11.73450508,
OEFFGRUENLINGOGD.1664,1664,"LINESTRING (16.43930857840236 48.26797895721611, 16.439137880161336 48.267959384933995)",Park Großfel*,12.85796383,
OEFFGRUENLINGOGD.1665,1665,"LINESTRING (16.303976278167067 48.1645619566362, 16.30399586596741 48.16460067442663)",Marschallpla*,4.545104,
OEFFGRUENLINGOGD.1666,1666,"LINESTRING (16.296096536939803 48.14227744980651, 16.296096157008805 48.14232375877602)",Park Anton-H*,5.14936364,
OEFFGRUENLINGOGD.1667,1667,"LINESTRING (16.29602513401866 48.14215905989253, 16.296026683821008 48.14209446169322)",Park Anton-H*,7.18386689,
OEFFGRUENLINGOGD.1668,1668,"LINESTRING (16.296721168734706 48.142277665259066, 16.29672077165249 48.14232605347127)",Park Anton-H*,5.38056674,
OEFFGRUENLINGOGD.1669,1669,"LINESTRING (16.2967212620467 48.14215552214476, 16.296722547256326 48.142101938816424)",Park Anton-H*,5.95891953,
OEFFGRUENLINGOGD.1670,1670,"LINESTRING (16.2698301705722 48.18932527696872, 16.269771165230527 48.18934509277166)",Park Sommere*,4.90943866,
OEFFGRUENLINGOGD.1671,1671,"LINESTRING (16.269579521671965 48.188977863186, 16.26951888363961 48.18899371011309)",Park Sommere*,4.84073408,
OEFFGRUENLINGOGD.1672,1672,"LINESTRING (16.38154749403656 48.15293707034559, 16.381546030406906 48.1530389178404, 16.381548112526275 48.15305138887463, 16.380926367539477 48.15303955982143)",Park Favorit*,59.00040145,
OEFFGRUENLINGOGD.1673,1673,"LINESTRING (16.38157232186588 48.15235687804474, 16.381581073769865 48.15233704532869)",Park Favorit*,2.29942172,
OEFFGRUENLINGOGD.1674,1674,"LINESTRING (16.298954917096665 48.19679625204077, 16.298922690353976 48.19693389687876)",Rottstraße,15.49181907,
OEFFGRUENLINGOGD.1675,1675,"LINESTRING (16.299727213378972 48.196640506284815, 16.299724749021827 48.196672953854886, 16.299836667313183 48.196706821566686, 16.299762922407265 48.197021825443024)",Rottstraße,48.19883963,
OEFFGRUENLINGOGD.1676,1676,"LINESTRING (16.326008366534165 48.187245131523014, 16.326065125465714 48.18724896217957)",Park Dreihau*,4.24178516,
OEFFGRUENLINGOGD.1677,1677,"LINESTRING (16.470126837781905 48.227451633135075, 16.47005368660392 48.227448833411714)",Park Zschokk*,5.44386039,
OEFFGRUENLINGOGD.1678,1678,"LINESTRING (16.419647421439695 48.22778713142792, 16.41966452794761 48.22779755193897)",Park Schödlb*,1.71987503,
OEFFGRUENLINGOGD.1679,1679,"LINESTRING (16.41914133981248 48.22784771008757, 16.4190659687218 48.22790318300041)",Park Schödlb*,8.33107337,
OEFFGRUENLINGOGD.1680,1680,"LINESTRING (16.419689041963334 48.227442483752846, 16.419763581120147 48.22738527445583)",Park Schödlb*,8.43434254,
OEFFGRUENLINGOGD.1681,1681,"LINESTRING (16.43319622800803 48.2543599808714, 16.43320125140667 48.25435237385582)",Park Budauga*,0.92447389,
OEFFGRUENLINGOGD.1682,1682,"LINESTRING (16.31327227758313 48.2096381334659, 16.313305335329435 48.2097305664665)",Park Hettenk*,10.56771266,
OEFFGRUENLINGOGD.1683,1683,"LINESTRING (16.313019923969385 48.20922494031434, 16.31327234110442 48.20917634291894)",Park Hettenk*,19.52336266,
OEFFGRUENLINGOGD.1684,1684,"LINESTRING (16.3860486799253 48.29475296243531, 16.38589282676592 48.29470867370953)",Park Mayerwe*,12.56927271,
OEFFGRUENLINGOGD.1685,1685,"LINESTRING (16.386997196697767 48.29507277215877, 16.3869539717452 48.2951491026465)",Park Mayerwe*,9.07348521,
OEFFGRUENLINGOGD.1686,1686,"LINESTRING (16.49081949414197 48.22608202128875, 16.490621039304468 48.22612103255257)",Park alten S,15.36994475,
OEFFGRUENLINGOGD.1687,1687,"LINESTRING (16.491303654812892 48.22600743584309, 16.491343296928555 48.22610259730615)",Park alten S,10.9838487,
OEFFGRUENLINGOGD.1688,1688,"LINESTRING (16.490864091065387 48.225378781246874, 16.490339635257506 48.225481875964974)",Park alten S,40.61857396,
OEFFGRUENLINGOGD.1689,1689,"LINESTRING (16.49052047719315 48.22558296889478, 16.49039500375332 48.22560763384747)",Park alten S,9.71776448,
OEFFGRUENLINGOGD.1690,1690,"LINESTRING (16.490629280730253 48.22578819030239, 16.49048682625255 48.22581619305893)",Park alten S,11.03287653,
OEFFGRUENLINGOGD.1691,1691,"LINESTRING (16.40794169288301 48.28137352300775, 16.407946423417098 48.281415740681055)",Bernreiterpl*,4.70758409,
OEFFGRUENLINGOGD.1692,1692,"LINESTRING (16.407202432857467 48.28145798337556, 16.407232312740412 48.281548767836554)",Bernreiterpl*,10.3356663,
OEFFGRUENLINGOGD.1693,1693,"LINESTRING (16.445517224313395 48.272175342533615, 16.445507362960946 48.27220918567854)",Park Else-Fe*,3.83378502,
OEFFGRUENLINGOGD.1694,1694,"LINESTRING (16.445068699437588 48.27210381499668, 16.445055107925047 48.272150458789554)",Park Else-Fe*,5.28385889,
OEFFGRUENLINGOGD.1695,1695,"LINESTRING (16.445102182106996 48.271630331838125, 16.444850400016122 48.27157732590516)",Park Else-Fe*,19.59800596,
OEFFGRUENLINGOGD.1696,1696,"LINESTRING (16.394627458982885 48.14644652358323, 16.394626954801115 48.14642858945235)",Park Johann-*,1.99452492,
OEFFGRUENLINGOGD.1697,1697,"LINESTRING (16.395175406691315 48.14689242634897, 16.395752080944398 48.14677667263281)",Park Johann-*,44.80138206,
OEFFGRUENLINGOGD.1698,1698,"LINESTRING (16.276015311712342 48.13492515860907, 16.27609408300304 48.13489809394538)",Park Elisens*,6.59029593,
OEFFGRUENLINGOGD.1699,1699,"LINESTRING (16.358655565737028 48.23946857971879, 16.358584979161446 48.23949698937573)",Park Weilgas*,6.12130632,
OEFFGRUENLINGOGD.1700,1700,"LINESTRING (16.35913890233909 48.24024819591478, 16.359083352743056 48.240264295759474)",Park Weilgas*,4.49779656,
OEFFGRUENLINGOGD.1701,1701,"LINESTRING (16.522027156236057 48.213451195241895, 16.52202737234932 48.213488208096074)",Park Colerus*,4.11570452,
OEFFGRUENLINGOGD.1702,1702,"LINESTRING (16.436662085778778 48.24973537151928, 16.436680849552452 48.24981563392144)",Park Schrick*,9.03301412,
OEFFGRUENLINGOGD.1703,1703,"LINESTRING (16.437805430612258 48.24951400807535, 16.437913948184633 48.24950254649751)",Park Schrick*,8.15927001,
OEFFGRUENLINGOGD.1704,1704,"LINESTRING (16.43745691997723 48.24965492507806, 16.437475128172064 48.24973280196902)",Park Schrick*,8.76456471,
OEFFGRUENLINGOGD.1705,1705,"LINESTRING (16.44508288407974 48.26967458266356, 16.444943596597433 48.26967594669587, 16.44491794485993 48.26975972535393, 16.443904084429235 48.269632948375055)",Park Dopschs*,96.42394949,
OEFFGRUENLINGOGD.1706,1706,"LINESTRING (16.446213831556783 48.268604977273405, 16.4464153835161 48.268663659933885)",Park Langfel*,16.3237484,
OEFFGRUENLINGOGD.1707,1707,"LINESTRING (16.446128840964434 48.26817333936709, 16.44614064443695 48.268131141508725)",Park Langfel*,4.7733814,
OEFFGRUENLINGOGD.1708,1708,"LINESTRING (16.44445408040958 48.2681921997457, 16.444353011720512 48.26817829724102)",Park Langfel*,7.66078934,
OEFFGRUENLINGOGD.1709,1709,"LINESTRING (16.413177077287774 48.277733371191964, 16.41318199258173 48.277775756723635)",Park Berzeli*,4.72723537,
OEFFGRUENLINGOGD.1710,1710,"LINESTRING (16.412517864803018 48.27776863617859, 16.41252264170054 48.27780982844998)",Park Berzeli*,4.59415157,
OEFFGRUENLINGOGD.1711,1711,"LINESTRING (16.349237713679635 48.21785931061235, 16.349310431303923 48.217741638415916, 16.349355101116693 48.217647107927114)",Park AKH,25.1796192,
OEFFGRUENLINGOGD.1712,1712,"LINESTRING (16.34824850579133 48.217664691774495, 16.348158624723073 48.21766438561482)",Park AKH,6.67929223,
OEFFGRUENLINGOGD.1713,1713,"LINESTRING (16.437233677687942 48.2707205504331, 16.437326225250857 48.27072564268372)",Park Max-Jel*,6.89354773,
OEFFGRUENLINGOGD.1714,1714,"LINESTRING (16.436522034229263 48.27049317912572, 16.436532114871753 48.27045083629076)",Park Max-Jel*,4.76748204,
OEFFGRUENLINGOGD.1715,1715,"LINESTRING (16.28420120882301 48.19864793409718, 16.284180376826694 48.1985337615139)",Park Pachman*,12.78955289,
OEFFGRUENLINGOGD.1716,1716,"LINESTRING (16.327181992692275 48.15872479495056, 16.327041114659067 48.15875409660591)",Park Schöpfw*,10.97563523,
OEFFGRUENLINGOGD.1717,1717,"LINESTRING (16.303552007700315 48.16234266637395, 16.30342432347838 48.16234342250564)",Park Hervicu*,9.49900856,
OEFFGRUENLINGOGD.1718,1718,"LINESTRING (16.304251253370595 48.16217921989171, 16.304395868955982 48.16213942960773)",Park Hervicu*,11.63251031,
OEFFGRUENLINGOGD.1719,1719,"LINESTRING (16.30382978184114 48.16144407697908, 16.303778317046344 48.16138227980641)",Park Hervicu*,7.86612473,
OEFFGRUENLINGOGD.1720,1720,"LINESTRING (16.303375127958486 48.161626682484396, 16.30324295414657 48.161653249565646)",Park Hervicu*,10.26693387,
OEFFGRUENLINGOGD.1721,1721,"LINESTRING (16.454202553819805 48.25775890174042, 16.454150089226022 48.25777596608587)",Park Falcoga*,4.33322677,
OEFFGRUENLINGOGD.1722,1722,"LINESTRING (16.455520995573032 48.257069690429304, 16.455500141370603 48.257039517753704)",Park Falcoga*,3.69521057,
OEFFGRUENLINGOGD.1723,1723,"LINESTRING (16.455993405900816 48.25735243099171, 16.456056378710784 48.2573339645042)",Park Falcoga*,5.10699891,
OEFFGRUENLINGOGD.1724,1724,"LINESTRING (16.312928414943663 48.128814960416705, 16.312967879288973 48.1288860208316)",Park Basler *,8.42992695,
OEFFGRUENLINGOGD.1725,1725,"LINESTRING (16.291074476396098 48.158877015897716, 16.291201940551534 48.15887542623412)",Park Schluck*,9.48455213,
OEFFGRUENLINGOGD.1726,1726,"LINESTRING (16.32675754452164 48.19276516213384, 16.326707383928238 48.192840668582775)",Park Avediks*,9.18693387,
OEFFGRUENLINGOGD.1727,1727,"LINESTRING (16.461722555822142 48.26241146523822, 16.461749441308374 48.26244805752977)",Park Rautenw*,4.53220952,
OEFFGRUENLINGOGD.1728,1728,"LINESTRING (16.461259001732714 48.26220241742689, 16.461256335331154 48.26216010332504)",Park Rautenw*,4.70934649,
OEFFGRUENLINGOGD.1729,1729,"LINESTRING (16.415214700668326 48.17974476594173, 16.415294982119576 48.17980711999541)",Park Eisteic*,9.14967812,
OEFFGRUENLINGOGD.1730,1730,"LINESTRING (16.415810618478616 48.17938925932813, 16.415900007872672 48.17945868610866)",Park Eisteic*,10.18762614,
OEFFGRUENLINGOGD.1731,1731,"LINESTRING (16.439224712584465 48.247153366280536, 16.439285405843485 48.24721439125881)",Park Meißner*,8.14647467,
OEFFGRUENLINGOGD.1732,1732,"LINESTRING (16.43869869596475 48.24664620525075, 16.43887292122307 48.24656792097533)",Park Meißner*,15.5952097,
OEFFGRUENLINGOGD.1733,1733,"LINESTRING (16.437881421309125 48.2470200105153, 16.437780939573692 48.247060154801886)",Park Meißner*,8.69586695,
OEFFGRUENLINGOGD.1734,1734,"LINESTRING (16.43802533033462 48.24724617678755, 16.43807799012153 48.2471979593424)",Park Meißner*,6.63645452,
OEFFGRUENLINGOGD.1735,1735,"LINESTRING (16.332139542660254 48.194346390422034, 16.332189746920555 48.1944264972391)",Park Rosinag*,9.65787428,
OEFFGRUENLINGOGD.1736,1736,"LINESTRING (16.41535946302415 48.25306430794497, 16.415356839754175 48.25317485752468)",Park Donaufe*,12.2942512,
OEFFGRUENLINGOGD.1737,1737,"LINESTRING (16.41471506900152 48.252779676272866, 16.414163636550473 48.25157823832968)",Park Donaufe*,139.73072553,
OEFFGRUENLINGOGD.1738,1738,"LINESTRING (16.414829782657552 48.25301919750608, 16.414826904759007 48.25316986190267)",Park Donaufe*,16.75469112,
OEFFGRUENLINGOGD.1739,1739,"LINESTRING (16.415154535814796 48.252643809983766, 16.414715887326196 48.25277940771844)",Park Donaufe*,35.8948264,
OEFFGRUENLINGOGD.1740,1740,"LINESTRING (16.414767000036054 48.25278176310802, 16.41471506900152 48.252779676272866)",Park Donaufe*,3.86341487,
OEFFGRUENLINGOGD.1741,1741,"LINESTRING (16.296783895903104 48.16854654781139, 16.296727413578818 48.1685782827321)",Defreggerstr*,5.48662511,
OEFFGRUENLINGOGD.1742,1742,"LINESTRING (16.295603654452957 48.25398582730512, 16.295592606810384 48.25394975836751)",Wienerw.Wein,4.09377727,
OEFFGRUENLINGOGD.1743,1743,"LINESTRING (16.29624714682885 48.25402733469277, 16.29630890987007 48.254024577185035)",Wienerw.Wein,4.59669759,
OEFFGRUENLINGOGD.1744,1744,"LINESTRING (16.423345125119493 48.27549486746603, 16.42338542062173 48.27548655784837)",Ruthnergasse,3.1305218,
OEFFGRUENLINGOGD.1745,1745,"LINESTRING (16.42307991556817 48.27535972543921, 16.423323305119414 48.27532675853902)",Ruthnergasse,18.43451064,
OEFFGRUENLINGOGD.1746,1746,"LINESTRING (16.422079516394422 48.27583572696874, 16.42190856844735 48.27582354231205)",Ruthnergasse,12.76115555,
OEFFGRUENLINGOGD.1747,1747,"LINESTRING (16.344130507245303 48.25015054881029, 16.344155908725885 48.25019570323195)",Hungerberg,5.36368048,
OEFFGRUENLINGOGD.1748,1748,"LINESTRING (16.346229157331127 48.24980061758913, 16.34621839968384 48.24972471937557)",Hungerberg,8.47732393,
OEFFGRUENLINGOGD.1749,1749,"LINESTRING (16.41871224541962 48.23148283599108, 16.418775716511586 48.231561905703636)",Park Weissau*,9.97687236,
OEFFGRUENLINGOGD.1750,1750,"LINESTRING (16.41754349477822 48.23081955915286, 16.41733364323301 48.230692868416305)",Park Weissau*,21.0123539,
OEFFGRUENLINGOGD.1751,1751,"LINESTRING (16.4173751697852 48.23156208466128, 16.417370665060577 48.23161762229205)",Park Weissau*,6.18461903,
OEFFGRUENLINGOGD.1752,1752,"LINESTRING (16.4255377758583 48.314178724277596, 16.424921988520538 48.31346638232898)",Herrnholz,91.43566159,
OEFFGRUENLINGOGD.1753,1753,"LINESTRING (16.47989660322617 48.23879887968748, 16.47993880334387 48.2388438438054)",Park Pirquet*,5.90123145,
OEFFGRUENLINGOGD.1754,1754,"LINESTRING (16.481068126791897 48.23815591809884, 16.481156132779653 48.23817426007953)",Park Pirquet*,6.84803688,
OEFFGRUENLINGOGD.1755,1755,"LINESTRING (16.479453650434454 48.238296142236265, 16.479309647356164 48.238356922865165)",Park Pirquet*,12.65306201,
OEFFGRUENLINGOGD.1756,1756,"LINESTRING (16.468156948904106 48.23530402148107, 16.468200538663986 48.235198483694774)",Park FriedhH*,12.17393638,
OEFFGRUENLINGOGD.1757,1757,"LINESTRING (16.46918434917839 48.235584224516366, 16.469262791989422 48.235394293048465)",Park FriedhH*,21.9087914,
OEFFGRUENLINGOGD.1758,1758,"LINESTRING (16.469086996852514 48.23639332910534, 16.46894125215506 48.23645587852402)",Park FriedhH*,12.86818877,
OEFFGRUENLINGOGD.1759,1759,"LINESTRING (16.45604105916782 48.222003900440164, 16.456154409156255 48.2220792913351)",Park Schickg*,11.88342804,
OEFFGRUENLINGOGD.1760,1760,"LINESTRING (16.456347804024112 48.221783157619505, 16.45647222695384 48.221865911906384)",Park Schickg*,13.04421495,
OEFFGRUENLINGOGD.1761,1761,"LINESTRING (16.45604241236667 48.221616650070025, 16.456049150656398 48.22154003572182)",Park Schickg*,8.53389328,
OEFFGRUENLINGOGD.1762,1762,"LINESTRING (16.427787747792767 48.222127953621225, 16.42775487736376 48.22215325960522)",Park Schnitt*,3.72607819,
OEFFGRUENLINGOGD.1763,1763,"LINESTRING (16.448045513640558 48.268262856609866, 16.448245488697214 48.268275247499595)",Pastorstraße*,14.90962772,
OEFFGRUENLINGOGD.1764,1764,"LINESTRING (16.291752789565347 48.153142162637415, 16.29185451105931 48.15315344067947)",Park Endeman*,7.67176985,
OEFFGRUENLINGOGD.1765,1765,"LINESTRING (16.29145467012313 48.15302200256383, 16.291436840411933 48.152958769399476)",Park Endeman*,7.15522792,
OEFFGRUENLINGOGD.1766,1766,"LINESTRING (16.30599500136974 48.15199838981637, 16.305957037671174 48.15204547491584)",unt. Liesing,5.94900514,
OEFFGRUENLINGOGD.1767,1767,"LINESTRING (16.306447381874886 48.14825816188778, 16.30657614879816 48.14826516297023)",unt. Liesing,9.61337378,
OEFFGRUENLINGOGD.1768,1768,"LINESTRING (16.3061666880121 48.14891748126476, 16.30649479177463 48.148935319725716)",unt. Liesing,24.49497795,
OEFFGRUENLINGOGD.1769,1769,"LINESTRING (16.30681241848358 48.1486391113743, 16.306532597882097 48.14862389877532)",unt. Liesing,20.89045273,
OEFFGRUENLINGOGD.1770,1770,"LINESTRING (16.306419687128827 48.15210082007073, 16.306417296191366 48.15217553370419)",unt. Liesing,8.30963663,
OEFFGRUENLINGOGD.1771,1771,"LINESTRING (16.30685511293686 48.14824689779378, 16.306580180610144 48.148231950953296)",unt. Liesing,20.52566605,
OEFFGRUENLINGOGD.1772,1772,"LINESTRING (16.350643647726194 48.1474233589976, 16.350556617714133 48.14744813028931)",Park FriedhI,7.03759569,
OEFFGRUENLINGOGD.1773,1773,"LINESTRING (16.35084506490035 48.14690861766865, 16.350800011352504 48.146833009813506)",Park FriedhI,9.05098347,
OEFFGRUENLINGOGD.1774,1774,"LINESTRING (16.34664981823669 48.150074851696736, 16.346605638946265 48.150084519927056)",Park Inzersd*,3.45867336,
OEFFGRUENLINGOGD.1775,1775,"LINESTRING (16.34708248382704 48.14998501231284, 16.34717448795117 48.14996507706332)",Park Inzersd*,7.19591205,
OEFFGRUENLINGOGD.1776,1776,"LINESTRING (16.34699470537532 48.149811178121034, 16.347093474918484 48.14979336290438)",Park Inzersd*,7.6117077,
OEFFGRUENLINGOGD.1777,1777,"LINESTRING (16.34654053023023 48.14986705696192, 16.346503347191874 48.14987519386043)",Park Inzersd*,2.91095774,
OEFFGRUENLINGOGD.1778,1778,"LINESTRING (16.26642182800665 48.13769092511582, 16.266317555851266 48.13771066421918)",Park Reuling*,8.06509698,
OEFFGRUENLINGOGD.1779,1779,"LINESTRING (16.266729598194754 48.13729283346266, 16.266827210121036 48.13729539962588)",Park Reuling*,7.27064739,
OEFFGRUENLINGOGD.1780,1780,"LINESTRING (16.435618043668136 48.244667026620306, 16.435748739013196 48.244799832600435)",Park Czernet*,17.6722031,
OEFFGRUENLINGOGD.1781,1781,"LINESTRING (16.437138888005926 48.24400840497458, 16.437258896981874 48.24395777155008)",Park Czernet*,10.54276999,
OEFFGRUENLINGOGD.1782,1782,"LINESTRING (16.528394982570656 48.21334913906154, 16.528340777070884 48.21329906580904)",Park Eßlinge*,6.87243001,
OEFFGRUENLINGOGD.1783,1783,"LINESTRING (16.529588821379743 48.212853073976575, 16.529479189743427 48.21275068052356)",Park Eßlinge*,14.00069853,
OEFFGRUENLINGOGD.1784,1784,"LINESTRING (16.33331553905386 48.1945882227629, 16.333352631913588 48.19464763090987)",Park Friedri*,7.1583941,
OEFFGRUENLINGOGD.1785,1785,"LINESTRING (16.333127441418693 48.19423732240298, 16.33308469215445 48.19417093081413)",Park Friedri*,8.03748814,
OEFFGRUENLINGOGD.1786,1786,"LINESTRING (16.51897453005955 48.21498377444913, 16.519543939078144 48.215004032519225)",Park Illners*,42.37590557,
OEFFGRUENLINGOGD.1787,1787,"LINESTRING (16.3061438939309 48.154857126266045, 16.306087712993772 48.15489402986936)",Park Chromyg*,5.85754834,
OEFFGRUENLINGOGD.1788,1788,"LINESTRING (16.305978065002794 48.154594413215804, 16.30585195900496 48.154588499456686)",Park Chromyg*,9.40565774,
OEFFGRUENLINGOGD.1789,1789,"LINESTRING (16.307026586716855 48.15469516719194, 16.30710085723744 48.15471845239002)",Park Chromyg*,6.10243476,
OEFFGRUENLINGOGD.1790,1790,"LINESTRING (16.262883836843788 48.13277614196759, 16.262813102498697 48.132729520630825)",Park Ketzerg*,7.38883895,
OEFFGRUENLINGOGD.1791,1791,"LINESTRING (16.259672790700105 48.14995236766323, 16.259721892578288 48.149910252424036)",Schubertpark*,5.93964818,
OEFFGRUENLINGOGD.1792,1792,"LINESTRING (16.318345416036987 48.15118468497348, 16.31832742242387 48.15113646390079)",Park Anton-B*,5.52653803,
OEFFGRUENLINGOGD.1793,1793,"LINESTRING (16.320226296902376 48.15166484904487, 16.320076798722184 48.151912469625934)",Park Anton-B*,29.69608967,
